aiw	Aari
psq	Pasi
yac	Pass Valley Yali
pbc	Patamona
ptn	Patani
pth	Pataxó Hã-Ha-Hãe
ptp	Patep
pty	Pathiya
gfk	Patpatar
lae	Pattani
mfa	Pattani Malay
ptq	Pattapu
pwi	Patwin
plh	Paulohi
pad	Paumarí
pnk	Paunaka
bfb	Pauri Bareli
psm	Pauserna
pwa	Pawaia
paw	Pawnee
pmr	Paynamar
pai	Pe
pcb	Pear
pay	Pech
xpc	Pecheneg
nso	Pedi
pfe	Peere
ppq	Pei
pel	Pekal
bxd	Pela
ata	Pele-Ata
ppp	Pelende
aoc	Pemon
pev	Pémono
psg	Penang Sign Language
pek	Penchal
ums	Pendau
peg	Pengo
pdc	Pennsylvania German
mil	Peñoles Mixtec
pnh	Penrhyn
ptw	Pentlatch
wet	Perai
pea	Peranakan Indonesian
mvf	Peripheral Mongolian
pip	Pero
fas	Persian
psc	Persian Sign Language
prl	Peruvian Sign Language
zpe	Petapa Zapotec
pex	Petats
pey	Petjo
lme	Pévé
pfl	Pfaelzisch
prt	Phai
phk	Phake
ypa	Phala
phl	Phalura
phq	Phana'
phw	Phangduwali
pem	Phende
psp	Philippine Sign Language
phm	Phimbi
phn	Phoenician
ypg	Phola
yip	Pholo
nph	Phom Naga
pnx	Phong-Kniang
kjt	Phrae Pwo Karen
xpg	Phrygian
pht	Phu Thai
phu	Phuan
phd	Phudagi
pug	Phuie
phh	Phukha
ypm	Phuma
pho	Phunoi
phg	Phuong
ypp	Phupa
yph	Phupha
ypz	Phuza
ptr	Piamatsina
pin	Piame
pio	Piapoco
pid	Piaroa
pcd	Picard
cpu	Pichis Ashéninka
xpi	Pictish
dep	Pidgin Delaware
pms	Piemontese
pij	Pijao
piz	Pije
pis	Pijin
plg	Pilagá
piv	Pileni
pia	Pima Bajo
piw	Pimbwe
pnn	Pinai-Hagahai
pif	Pingelapese
pii	Pini
pnv	Pinigura
pnj	Pinjarup
pic	Pinji
mio	Pinotepa Nacional Mixtec
pti	Pintiini
piu	Pintupi-Luritja
pny	Pinyin
ppl	Pipil
myp	Pirahã
pir	Piratapuyo
bxi	Pirlatapa
pie	Piro
xpa	Pirriya
pig	Pisabo
tpp	Pisaflores Tepehua
psy	Piscataway
xps	Pisidian
pih	Pitcairn-Norfolk
sje	Pite Sami
pcn	Piti
pjt	Pitjantjatjara
pit	Pitta Pitta
pix	Piu
piy	Piya-Kwonci
crk	Plains Cree
pmw	Plains Miwok
psd	Plains Indian Sign Language
ktj	Plapo Krumen
plt	Plateau Malagasy
pdt	Plautdietsch
gob	Playero
pbv	Pnar
npo	Pochuri Naga
xpo	Pochutec
pdn	Podena
poy	Pogolo
pon	Pohnpeian
pok	Pokangá
pof	Poke
pkb	Pokomo
pko	Pökoot
pox	Polabian
pld	Polari
plj	Polci
pol	Polish
pso	Polish Sign Language
plb	Polonombauk
pmo	Pom
pmm	Pomo
ncc	Ponam
png	Pongu
pns	Ponosakan
pnt	Pontic
npg	Ponyo-Gongwang Naga
jac	Popti'
poc	Poqomam
poh	Poqomchi'
prh	Porohanon
psw	Port Sandwich
ptv	Port Vato
por	Portuguese
psr	Portuguese Sign Language
pot	Potawatomi
pog	Potiguára
gdb	Pottangi Ollar Gadaba
pmx	Poumei Naga
bye	Pouye
pwr	Powari
pim	Powhatan
pyn	Poyanáwa
prn	Prasuni
pgl	Primitive Irish
pre	Principense
prz	Providencia Sign Language
prg	Prussian
kvj	Psikye
pux	Puare
atp	Pudtol Atta
pue	Puelche
psl	Puerto Rican Sign Language
npu	Puimei Naga
pui	Puinave
pkp	Pukapuka
fuc	Pulaar
pup	Pulabu
fuf	Pular
puw	Puluwatese
pum	Puma
yae	Pumé
xpm	Pumpokol
pna	Punan Bah-Biau
pnm	Punan Batu 1
puc	Punan Merap
pud	Punan Aput
puf	Punan Merah
puj	Punan Tubu
xpu	Punic
qxp	Puno Quechua
xpt	Punthamara
puu	Punu
puo	Puoc
puq	Puquina
pru	Puragi
iar	Purari
tsz	Purepecha
prr	Puri
prx	Purik
puy	Purisimeño
suv	Puroik
pur	Puruborá
pub	Purum
pus	Pushto
mfl	Putai
put	Putoh
afe	Putukwam
cpx	Pu-Xian Chinese
xpy	Puyo
xpp	Puyo-Paekche
pyu	Puyuma
pme	Pwaamei
pop	Pwapwâ
kjp	Pwo Eastern Karen
pwo	Pwo Western Karen
pww	Pwo Northern Karen
pcw	Pyapun
pye	Pye Krumen
pyy	Pyen
pby	Pyu (Papua New Guinea)
pyx	Pyu (Myanmar)
laq	Qabiao
kjb	Q'anjob'al
byx	Qaqet
qxq	Qashqa'i
xqt	Qatabanian
gqu	Qau
alc	Qawasqar
ymq	Qila Muji
ahg	Qimant
zqe	Qiubei Zhuang
qua	Quapaw
fcs	Quebec Sign Language
yum	Quechan
que	Quechua
qya	Quenya
otq	Querétaro Otomi
pxm	Quetzaltepec Mixe
qvy	Queyu
zpj	Quiavicuzas Zapotec
qui	Quileute
qun	Quinault
quq	Quinqui
ztq	Quioquitani-Quierí Zapotec
chq	Quiotepec Chinantec
qyp	Quiripi
rah	Rabha
rad	Rade
xrr	Raetic
raz	Rahambuu
mqk	Rajah Kabunsuwan Manobo
raj	Rajasthani
rjs	Rajbanshi
rji	Raji
rjg	Rajong
gra	Rajput Garasia
rkh	Rakahanga-Manihiki
rki	Rakhine
ral	Ralte
rma	Rama
rai	Ramoaaina
kjx	Ramopa
lje	Rampi
thr	Rana Tharu
rax	Rang
rgk	Rangkas
rnl	Ranglong
rkt	Rangpuri
rao	Rao
ray	Rapa
rap	Rapanui
kyx	Rapoisi
rpt	Rapting
lra	Rara Bakati'
rar	Rarotongan
rac	Rasawa
btn	Ratagnon
rth	Ratahan
rtw	Rathawi
bgd	Rathwi Bareli
rau	Raute
yea	Ravula
rwo	Rawa
raw	Rawang
jnl	Rawat
weu	Rawngtu Chin
rwa	Rawo
zor	Rayón Zoque
rat	Razajerdi
rzh	Rāziḥī
gir	Red Gelao
atu	Reel
ree	Rejang Kayan
rej	Rejang
rei	Reli
bow	Rema
rmb	Rembarunga
reb	Rembong
rem	Remo
agv	Remontado Dumagat
rmp	Rempi
lkj	Remun
rel	Rendille
ren	Rengao
mnv	Rennell-Bellona
rpn	Repanbitip
rer	Rer Bare
rea	Rerau
pgk	Rerep
res	Reshe
rgr	Resígaro
ret	Retta
rcf	Réunion Creole French
rey	Reyesano
ria	Riang (India)
ril	Riang (Myanmar)
ran	Riantana
rir	Ribun
rkb	Rikbaktsa
zar	Rincón Zapotec
bto	Rinconada Bikol
rgu	Ringgou
rri	Ririo
rit	Ritarungo
riu	Riung
snj	Riverain Sango
rod	Rogo
rhg	Rohingya
rmm	Roma
rgn	Romagnol
rmx	Romam
rms	Romanian Sign Language
ron	Romanian
rge	Romano-Greek
rsb	Romano-Serbian
rmv	Romanova
roh	Romansh
rom	Romany
rol	Romblomanon
rof	Rombo
rmk	Romkun
cla	Ron
rng	Ronga
ror	Rongga
nbu	Rongmei Naga
rnp	Rongpo
roe	Ronji
rnn	Roon
rga	Roria
roo	Rotokas
rtm	Rotuman
rug	Roviana
pce	Ruching Palaung
rdb	Rudbari
rui	Rufiji
ruh	Ruga
dru	Rukai
ruz	Ruma
rbb	Rumai Palaung
klq	Rumu
run	Rundi
rou	Runga
rtc	Rungtu Chin
drg	Rungus
rnw	Rungwa
bxr	Russia Buriat
rsl	Russian Sign Language
rus	Russian
rue	Rusyn
rut	Rutul
ruc	Ruuli
rnd	Ruund
rwk	Rwa
sax	Sa
apb	Sa'a
sav	Saafi-Saafi
raq	Saam
lsm	Saamia
sxr	Saaroa
saa	Saba
xsa	Sabaean
bsy	Sabah Bisaya
msi	Sabah Malay
snv	Sa'ban
sae	Sabanê
spy	Sabaot
sbv	Sabine
hvn	Sabu
sbo	Sabüm
quv	Sacapulteco
sck	Sadri
skb	Saek
spd	Saep
saf	Safaliba
apz	Safeyoka
sbk	Safwa
sbm	Sagala
tga	Sagalla
ssy	Saho
saj	Sahu
aec	Saidi Arabic
acf	Saint Lucian Creole French
xsy	Saisiyat
sjl	Sajalong
sjb	Sajau Basap
sch	Sakachep
skg	Sakalava Malagasy
sku	Sakao
skt	Sakata
sak	Sake
skf	Sakirabiá
shq	Sala
slx	Salampasu
slr	Salar
sgu	Salas
qxl	Salasaca Highland Quichua
slq	Salchuq
sau	Saleman
sbe	Saliba
slc	Sáliba
sln	Salinan
sdz	Sallands
sll	Salt-Yui
loe	Saluan
slj	Salumá
esn	Salvadoran Sign Language
snx	Sam
smd	Sama
sam	Samaritan Aramaic
smp	Samaritan
tmj	Samarokena
ysd	Samatao
syx	Samay
ccg	Samba Daka
ndi	Samba Leko
smx	Samba
xsb	Sambal
spv	Sambalpuri
xab	Sambe
ssx	Samberigi
saq	Samburu
smh	Samei
smq	Samo
smo	Samoan
sgs	Samogitian
swm	Samosa
rav	Sampang
sxm	Samre
stu	Samtao
smv	Samvedi
azg	San Pedro Amuzgos Amuzgo
cuk	San Blas Kuna
hue	San Francisco Del Mar Huave
huv	San Mateo Del Mar Huave
hve	San Dionisio Del Mar Huave
kwy	San Salvador Kongo
maa	San Jerónimo Tecóatl Mazatec
mat	San Francisco Matlatzinca
mig	San Miguel El Grande Mixtec
mjc	San Juan Colorado Mixtec
pls	San Marcos Tlacoyalco Popoloca
poe	San Juan Atzingo Popoloca
pow	San Felipe Otlaltepec Popoloca
pps	San Luís Temalacayuca Popoloca
qvs	San Martín Quechua
scf	San Miguel Creole French
trq	San Martín Itunyoso Triqui
xtj	San Juan Teita Mixtec
xtp	San Miguel Piedras Mixtec
zpf	San Pedro Quiatoni Zapotec
zpt	San Vicente Coatlán Zapotec
zpx	San Baltazar Loxicha Zapotec
ztm	San Agustín Mixtepec Zapotec
ayn	Sanaani Arabic
spn	Sanapaná
sad	Sandawe
sng	Sanga (Democratic Republic of Congo)
xsn	Sanga (Nigeria)
scg	Sanggau
snl	Sangil
sxn	Sangir
sgr	Sangisari
sgk	Sangkong
sgy	Sanglechi
sag	Sango
nsa	Sangtam Naga
sbp	Sangu (Tanzania)
snq	Sangu (Gabon)
ysn	Sani
ysy	Sanie
sny	Saniyo-Hiyewe
msc	Sankaran Maninka
ssi	Sansi
san	Sanskrit
cok	Santa Teresa Cora
hvv	Santa María Del Mar Huave
mdv	Santa Lucía Monteverde Mixtec
mza	Santa María Zacatepec Mixtec
nhz	Santa María La Alta Nahuatl
pca	Santa Inés Ahuatempan Popoloca
qxt	Santa Ana de Tusi Pasco Quechua
zpi	Santa María Quiegolani Zapotec
zpn	Santa Inés Yatzechi Zapotec
ztn	Santa Catarina Albarradas Zapotec
sat	Santali
qus	Santiago del Estero Quichua
zpr	Santiago Xanica Zapotec
zas	Santo Domingo Albarradas Zapotec
xsu	Sanumá
zkp	São Paulo Kaingáng
scq	Sa'och
cri	Sãotomense
spr	Saparua
spc	Sapé
krn	Sapo
spi	Saponi
sps	Saposa
spu	Sapuan
mwm	Sar
kwg	Sara Kaba Deme
kwv	Sara Kaba Náà
sbz	Sara Kaba
sre	Sara
skr	Saraiki
srm	Saramaccan
bps	Sarangani Blaan
mbs	Sarangani Manobo
zsa	Sarasira
sar	Saraveca
srd	Sardinian
asj	Sari
srh	Sarikoli
sdf	Sarli
srs	Sarsi
onp	Sartang
swy	Sarua
sdu	Sarudu
sra	Saruga
sas	Sasak
sxs	Sasaru
sdc	Sassarese Sardinian
stw	Satawalese
mav	Sateré-Mawé
stq	Saterfriesisch
sdl	Saudi Arabian Sign Language
psu	Sauraseni Prākrit
saz	Saurashtra
srt	Sauri
mjt	Sauria Paharia
sao	Sause
ssj	Sausi
sdg	Savi
svs	Savosavo
szw	Sawai
swr	Saweru
saw	Sawi
swt	Sawila
swn	Sawknah
sxw	Saxwe Gbe
say	Saya
pos	Sayula Popoluca
sco	Scots
gla	Scottish Gaelic
xsc	Scythian
gul	Sea Island Creole English
kdg	Seba
sgw	Sebat Bet Gurage
sbx	Seberuang
sib	Sebop
snb	Sebuyau
sec	Sechelt
sey	Secoya
sed	Sedang
tvw	Sedoa
sos	Seeku
sge	Segai
seg	Segeju
sbg	Seget
sfw	Sehwi
ssg	Seimat
hik	Seit-Kaitetu
sek	Sekani
skp	Sekapan
skz	Sekar
ske	Seke (Vanuatu)
skj	Seke (Nepal)
vaj	Sekele
syi	Seki
sko	Seko Tengah
skx	Seko Padang
lip	Sekpele
kgi	Selangor Sign Language
slu	Selaru
sly	Selayar
snw	Selee
spl	Selepet
sxl	Selian
sel	Selkup
slg	Selungai Murut
sws	Seluwasan
sea	Semai
sdm	Semandang
szc	Semaq Beri
sbr	Sembakung Murut
sza	Semelai
etz	Semimi
ssm	Semnam
smy	Semnani
xse	Sempan
seh	Sena
seq	Senara Sénoufo
syn	Senaya
sej	Sene
see	Seneca
sds	Sened
szg	Sengele
snu	Senggi
spk	Sengo
ssz	Sengseng
sjs	Senhaja De Srair
sni	Sensi
set	Sentani
sez	Senthang Chin
std	Sentinel
spb	Sepa (Indonesia)
spe	Sepa (Papua New Guinea)
iws	Sepik Iwam
sry	Sera
srp	Serbian
hbs	Serbo-Croatian
swf	Sere
srr	Serer
sei	Seri
sve	Serili
kqu	Seroa
ser	Serrano
szd	Seru
srw	Serua
srk	Serudung Murut
seu	Serui-Laut
crs	Seselwa Creole French
stf	Seta
stm	Setaman
sbi	Seti
sta	Settla
ojs	Severn Ojibwa
sew	Sewa Bay
sze	Seze
ksw	S'gaw Karen
scw	Sha
sdb	Shabak
srz	Shahmirzadi
shm	Shahrudi
sha	Shall-Zwall
xsh	Shamang
sqa	Shama-Sambuga
ksb	Shambala
shn	Shan
swo	Shanenawa
sho	Shanga
mcd	Sharanahua
ssv	Shark Bay
swq	Sharwa
sht	Shasta
shj	Shatt
sqh	Shau
sjw	Shawnee
shx	She
shv	Shehri
swv	Shekhawati
moy	Shekkacho
she	Sheko
sth	Shelta
seb	Shempire Senoufo
shl	Shendu
scv	Sheni
bun	Sherbro
sdp	Sherdukpen
xsr	Sherpa
kip	Sheshi Kham
shr	Shi
ssh	Shihhi Arabic
gua	Shiki
shk	Shilluk
scl	Shina
shp	Shipibo-Conibo
sxg	Shixing
sle	Sholaga
sii	Shom Peng
sna	Shona
bcv	Shoo-Minda-Nye
cjs	Shor
shh	Shoshoni
shg	Shua
sdt	Shuadit
jiv	Shuar
suj	Shubi
sgh	Shughni
sts	Shumashti
scu	Shumcho
shs	Shuswap
ksa	Shuwa-Zamani
shw	Shwai
pll	Shwe Palaung
slw	Sialum
sif	Siamou
spg	Sian
snp	Siane
sya	Siang
sjr	Siar-Lak
mmp	Siawi
nco	Sibe
sty	Siberian Tatar
sdx	Sibu Melanau
sxc	Sicanian
scx	Sicel
iii	Sichuan Yi
scn	Sicilian
sep	Sìcìté Sénoufo
sqr	Siculo Arabic
sid	Sidamo
xsd	Sidetic
erg	Sie
nsu	Sierra Negra Nahuatl
sgx	Sierra Leone Sign Language
zaa	Sierra de Juárez Zapotec
sxe	Sighu
snr	Sihan
qws	Sihuas Ancash Quechua
ski	Sika
sky	Sikaiana
tty	Sikaritai
sik	Sikiana
sip	Sikkimese
bla	Siksika
skh	Sikule
slt	Sila
mks	Silacayoapan Mixtec
sbq	Sileibi
szl	Silesian
wul	Silimo
mkc	Siliput
xsp	Silopi
stv	Silt'e
sie	Simaa
sbw	Simba
smg	Simbali
smb	Simbari
sbb	Simbo
smz	Simeku
smr	Simeulue
smt	Simte
siu	Sinagen
sst	Sinasina
snc	Sinaugoro
sjn	Sindarin
sbn	Sindhi Bhil
snd	Sindhi
xts	Sindihui Mixtec
sgm	Singa
sls	Singapore Sign Language
sgp	Singpho
sin	Sinhala
xti	Sinicahua Mixtec
skq	Sininkere
snz	Sinsauru
rmo	Sinte Romani
sys	Sinyar
xsi	Sio
snn	Siona
qum	Sipacapense
swj	Sira
fos	Siraya
ysr	Sirenik Yupik
sir	Siri
sri	Siriano
srq	Sirionó
srx	Sirmauri
ssd	Siroi
sld	Sissala
sso	Sissano
sis	Siuslaw
siy	Sivandi
siw	Siwai
siz	Siwi
akp	Siwu
csy	Siyin Chin
ska	Skagit
svx	Skalvian
skw	Skepi Creole Dutch
sms	Skolt Sami
skv	Skou
den	Slave (Athapascan)
svm	Slavomolisano
slk	Slovak
svk	Slovakian Sign Language
slv	Slovenian
sfm	Small Flowery Miao
kxq	Smärky Kanum
sno	Snohomish
soc	So (Democratic Republic of Congo)
sss	Sô
ssq	So'a
sob	Sobei
cso	Sochiapam Chinantec
xog	Soga
sog	Sogdian
soj	Soi
sok	Sokoro
xso	Solano
sby	Soli
szs	Solomon Islands Sign Language
aaw	Solong
sol	Solos
smc	Som
som	Somali
bmu	Somba-Siawari
sor	Somrai
smu	Somray
kgt	Somyev
ysg	Sonaga
shc	Sonde
sop	Songe
csj	Songlai Chin
soo	Songo
soe	Songomeno
sod	Songoora
soi	Sonha
siq	Sonia
snk	Soninke
sov	Sonsorol
teu	Soo
urw	Sop
sqt	Soqotri
srb	Sora
sbh	Sori-Harengan
sqo	Sorkhei
sxo	Sorothaptic
ays	Sorsogon Ayta
sdk	Sos Kundi
krz	Sota Kanum
sqq	Sou
tlt	Sou Nama
wha	Sou Upaa
ajp	South Levantine Arabic
aws	South Awyu
azb	South Azerbaijani
cpy	South Ucayali Ashéninka
dib	South Central Dinka
erk	South Efate
fal	South Fali
giz	South Giziga
kts	South Muyu
lmf	South Lembata
lnl	South Central Banda
mcy	South Watut
mqm	South Marquesan
nbl	South Ndebele
nxl	South Nuaulu
omw	South Tairora
quh	South Bolivian Quechua
sfs	South African Sign Language
sns	South West Bay
spx	South Picene
xsl	South Slavey
ijs	Southeast Ijo
psi	Southeast Pashai
tvk	Southeast Ambrym
vbb	Southeast Babar
dks	Southeastern Dinka
mxy	Southeastern Nochixtlán Mixtec
nit	Southeastern Kolami
npl	Southeastern Puebla Nahuatl
pom	Southeastern Pomo
stp	Southeastern Tepehuan
tcu	Southeastern Tarahumara
zpd	Southeastern Ixtlán Zapotec
agy	Southern Alta
alt	Southern Altai
ams	Southern Amami-Oshima
ayc	Southern Aymara
bcc	Southern Balochi
bfs	Southern Bai
biv	Southern Birifor
bln	Southern Catanduanes Bikol
bwq	Southern Bobo Madaré
bzc	Southern Betsimisaraka Malagasy
caf	Southern Carrier
crj	Southern East Cree
css	Southern Ohlone
dga	Southern Dagaare
ghe	Southern Ghale
grj	Southern Grebo
hax	Southern Haida
hma	Southern Mashan Hmong
hms	Southern Qiandong Miao
hmy	Southern Guiyang Hmong
hnd	Southern Hindko
itd	Southern Tidung
kjd	Southern Kiwai
kmc	Southern Dong
ksc	Southern Kalinga
kss	Southern Kisi
laa	Southern Subanen
lrr	Southern Yamphu
luz	Southern Luri
mit	Southern Puebla Mixtec
mnn	Southern Mnong
mtw	Southern Binukidnon
nab	Southern Nambikuára
nbw	Southern Ngbandi
nik	Southern Nicobarese
nnw	Southern Nuni
nqg	Southern Nago
nre	Southern Rengma Naga
nsd	Southern Nisu
obk	Southern Bontok
osu	Southern One
pbt	Southern Pashto
peq	Southern Pomo
pmj	Southern Pumi
pmz	Southern Pame
qup	Southern Pastaza Quechua
qxo	Southern Conchucos Ancash Quechua
qxs	Southern Qiang
rgs	Southern Roglai
sbd	Southern Samo
sct	Southern Katang
sdh	Southern Kurdish
skd	Southern Sierra Miwok
slh	Southern Puget Sound Salish
sma	Southern Sami
snm	Southern Ma'di
sot	Southern Sotho
sou	Southern Thai
srv	Southern Sorsoganon
ssb	Southern Sama
sxk	Southern Kalapuya
tce	Southern Tutchone
tix	Southern Tiwa
tjs	Southern Tujia
uzs	Southern Uzbek
wib	Southern Toussian
ymc	Southern Muji
ysp	Southern Lolopo
yux	Southern Yukaghir
zsr	Southern Rincon Zapotec
gso	Southwest Gbaya
nwi	Southwest Tanna
plv	Southwest Palawano
psh	Southwest Pashai
dik	Southwestern Dinka
fay	Southwestern Fars
hmg	Southwestern Guiyang Hmong
hmh	Southwestern Huishui Hmong
meh	Southwestern Tlaxiaco Mixtec
nsv	Southwestern Nisu
tla	Southwestern Tepehuan
twr	Southwestern Tarahumara
vbk	Southwestern Bontok
sww	Sowa
sow	Sowanda
vmp	Soyaltepec Mazatec
vmq	Soyaltepec Mixtec
spa	Spanish
ssp	Spanish Sign Language
spt	Spiti Bhoti
spo	Spokane
squ	Squamish
srn	Sranan Tongo
sci	Sri Lankan Creole Malay
sqs	Sri Lankan Sign Language
arb	Standard Arabic
ekk	Standard Estonian
lvs	Standard Latvian
zgh	Standard Moroccan Tamazight
zsm	Standard Malay
stl	Stellingwerfs
sbu	Stod Bhoti
jih	sTodsde
sto	Stoney
str	Straits Salish
szp	Suabo
seo	Suarmin
swp	Suau
sxb	Suba
ssc	Suba-Simbiti
sbs	Subiya
sut	Subtiaba
apd	Sudanese Arabic
pga	Sudanese Creole Arabic
tgo	Sudest
xsv	Sudovian
sue	Suena
sgi	Suga
sug	Suganga
kzs	Sugut Dusun
swi	Sui
sui	Suki
sub	Suku
suk	Sukuma
syk	Sukur
zsu	Sukurum
szn	Sula
sua	Sulka
srg	Sulod
sqm	Suma
siv	Sumariup
six	Sumau
smw	Sumbawa
suw	Sumbwa
sux	Sumerian
nsm	Sumi Naga
csv	Sumtu Chin
ssk	Sunam
sun	Sundanese
suz	Sunwar
syo	Suoy
spp	Supyire Senoufo
tdl	Sur
sbj	Surbakhal
sgj	Surgujia
suq	Suri
sgd	Surigaonon
sjp	Surjapuri
sgz	Sursurunga
swx	Suruahá
sde	Surubu
mdz	Suruí Do Pará
sru	Suruí
sqn	Susquehannock
sus	Susu
ssu	Susuami
sdj	Suundi
swu	Suwawa
suy	Suyá
sva	Svan
swg	Swabian
swa	Swahili (macrolanguage)
swh	Swahili (individual language)
csw	Swampy Cree
ssw	Swati
swe	Swedish
swl	Swedish Sign Language
gsw	Swiss German
ssr	Swiss-French Sign Language
sgg	Swiss-German Sign Language
slf	Swiss-Italian Sign Language
sox	Swo
shz	Syenara Senoufo
syl	Sylheti
syr	Syriac
tap	Taabwa
zat	Tabaa Zapotec
tby	Tabaru
chf	Tabasco Chontal
nhc	Tabasco Nahuatl
zoq	Tabasco Zoque
tab	Tabassaran
tnm	Tabla
knv	Tabo
tzx	Tabriak
xtt	Tacahua Mixtec
tna	Tacana
shy	Tachawit
shi	Tachelhit
lts	Tachoni
dsq	Tadaksahak
klw	Tado
tdy	Tadyawan
rob	Tae'
tcd	Tafi
bgs	Tagabawa
klg	Tagakaulo
mvv	Tagal Murut
tgz	Tagalaka
tgl	Tagalog
oua	Tagargrent
tbw	Tagbanwa
tbm	Tagbu
tda	Tagdal
tgj	Tagin
tgx	Tagish
tag	Tagoi
tgw	Tagwana Senoufo
thv	Tahaggart Tamahaq
tah	Tahitian
tht	Tahltan
blt	Tai Dam
cuu	Tai Ya
taw	Tai
tdd	Tai Nüa
thi	Tai Long
tiz	Tai Hongjin
tjl	Tai Laing
tlq	Tai Loi
tmm	Tai Thanh
tpo	Tai Pao
twh	Tai Dón
tyj	Tai Do
tyr	Tai Daeng
gpn	Taiap
aos	Taikat
ago	Tainae
tnq	Taino
bxa	Tairaha
uar	Tairuma
dav	Taita
tss	Taiwan Sign Language
acq	Ta'izzi-Adeni Arabic
pee	Taje
tgk	Tajik
abh	Tajiki Arabic
tdj	Tajio
tja	Tajuasohn
tkm	Takelma
tks	Takestani
tbc	Takia
tkz	Takua
nho	Takuu
tke	Takwane
tal	Tal
tak	Tala
tld	Talaud
tlv	Taliabu
tdf	Talieng
tlj	Talinga-Bwisi
tlr	Talise
tlo	Talodi
tlk	Taloki
tln	Talondo'
tzl	Talossan
yta	Talu
tly	Talysh
ten	Tama (Colombia)
tma	Tama (Chad)
tcg	Tamagario
tcl	Taman (Myanmar)
tmn	Taman (Indonesia)
tmz	Tamanaku
tmh	Tamashek
taq	Tamasheq
vmx	Tamazola Mixtec
tdk	Tambas
xxt	Tambora
tls	Tambotalo
tmy	Tami
tam	Tamil
tax	Tamki
tml	Tamnim Citak
low	Tampias Lobu
tpu	Tampuan
tpm	Tampulma
tcb	Tanacross
tcm	Tanahmerah
tfn	Tanaina
tpv	Tanapag
tgn	Tandaganon
tni	Tandia
tdx	Tandroy-Mahafaly Malagasy
tnx	Tanema
tan	Tangale
tnv	Tangchangya
tgu	Tanggu
nmf	Tangkhul Naga (India)
ntx	Tangkhul Naga (Myanmar)
tkx	Tangko
ytl	Tanglang
tgp	Tangoa
tbs	Tanguat
txg	Tangut
tbe	Tanimbili
tnc	Tanimuca-Retuarã
uji	Tanjijili
txy	Tanosy Malagasy
kml	Tanudan Kalinga
tza	Tanzanian Sign Language
tbb	Tapeba
afp	Tapei
tpj	Tapieté
taf	Tapirapé
lgn	T'apo
tro	Tarao Naga
tgr	Tareng
tae	Tariana
rif	Tarifit
txj	Tarjumo
yer	Tarok
trv	Taroko
tpf	Tarpia
txr	Tartessian
tdm	Taruma
twq	Tasawaq
nst	Tase Naga
xtz	Tasmanian
tmt	Tasmate
cta	Tataltepec Chatino
txx	Tatana
tat	Tatar
tav	Tatuyo
ttd	Tauade
tuh	Taulil
tco	Taungyo
tpa	Taupota
tad	Tause
trr	Taushiro
tsg	Tausug
tya	Tauya
tvs	Taveta
tvn	Tavoyan
rmu	Tavringer Romani
tbo	Tawala
ttq	Tawallammat Tamajaq
xtw	Tawandê
twm	Tawang Monpa
twl	Tawara
tbp	Taworta
twy	Tawoyan
tcp	Tawr Chin
tas	Tay Boi
tnu	Tay Khang
tys	Tày Sa Pa
tyt	Tày Tac
tyz	Tày
ayy	Tayabas Ayta
thz	Tayart Tamajeq
cks	Tayo
grr	Taznatit
tbl	Tboli
tck	Tchitchege
bqa	Tchumbuli
tkw	Teanu
dtu	Tebul Ure Dogon
tsy	Tebul Sign Language
tcw	Tecpatlán Totonac
tuq	Tedaga
ctd	Tedim Chin
tkq	Tee
lor	Téén
tfo	Tefaro
ras	Tegali
kps	Tehit
teh	Tehuelche
ztt	Tejalapan Zapotec
ebo	Teke-Ebo
ifm	Teke-Fuumu
kkw	Teke-Kukuya
lli	Teke-Laali
nzu	Teke-Nzikou
teg	Teke-Tege
tyi	Teke-Tsaayi
tyx	Teke-Tyee
ttc	Tektiteko
tvm	Tela-Masbuar
tlf	Telefol
tel	Telugu
kdh	Tem
tjo	Temacine Tamazight
nhv	Temascaltepec Nahuatl
tqb	Tembé
tbt	Tembo (Kitembo)
tmv	Tembo (Motembo)
tdo	Teme
teq	Temein
soz	Temi
tea	Temiar
ott	Temoaya Otomi
tmo	Temoq
tmw	Temuan
tct	T'en
quw	Tena Lowland Quichua
otn	Tenango Otomi
dtk	Tene Kan Dogon
tnz	Ten'edn
vkt	Tenggarong Kutai Malay
tes	Tengger
pah	Tenharim
tqn	Tenino
tns	Tenis
tex	Tennet
tio	Teop
tev	Teor
tep	Tepecano
cnt	Tepetotutla Chinantec
cux	Tepeuxila Cuicatec
cte	Tepinapa Chinantec
ted	Tepo Krumen
sjt	Ter Sami
ttr	Tera
trb	Terebu
buo	Terei
ter	Tereno
tef	Teressa
twg	Tereweng
tfr	Teribe
tec	Terik
twu	Termanu
tft	Ternate
tmg	Ternateño
tkg	Tesaka Malagasy
keg	Tese
twc	Teshenawa
teo	Teso
tll	Tetela
nhg	Tetelcingo Nahuatl
teb	Tetete
tet	Tetum
tdt	Tetun Dili
tve	Te'un
cut	Teutila Cuicatec
tew	Tewa (USA)
twe	Tewa (Indonesia)
twx	Tewe
otx	Texcatepec Otomi
poq	Texistepec Popoluca
zpz	Texmelucan Zapotec
mxb	Tezoatlán Mixtec
thy	Tha
thn	Thachanadan
tcz	Thado Chin
soa	Thai Song
tha	Thai
tsq	Thai Sign Language
cth	Thaiphum Chin
ths	Thakali
